stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
003,,河原町三条,,,,,,1,,,
003_1,,河原町三条,,,,,,0,003,,
004,,京都市役所前,,,,,,1,,,
004_1,,京都市役所前,,,,,,0,004,,
005,,河原町丸太町,,,,,,1,,,
005_1,,河原町丸太町,,,,,,0,005,,
006,,府立医大病院前,,,,,,1,,,
006_1,,府立医大病院前,,,,,,0,006,,
008,,河原町今出川,,,,,,1,,,
008_1,,河原町今出川,,,,,,0,008,,
009,,出町柳駅前,,,,,,1,,,
009_1,,出町柳駅前,,,,,,0,009,,
010,,新葵橋,,,,,,1,,,
010_1,,新葵橋,,,,,,0,010,,
011,,糺の森,,,,,,1,,,
011_1,,糺の森,,,,,,0,011,,
012,,下鴨神社前,,,,,,1,,,
012_1,,下鴨神社前,,,,,,0,012,,
013,,一本松,,,,,,1,,,
013_1,,一本松,,,,,,0,013,,
014,,洛北高校前,,,,,,1,,,
014_1,,洛北高校前,,,,,,0,014,,
015,,府立大学前,,,,,,1,,,
015_1,,府立大学前,,,,,,0,015,,
016,,植物園前,,,,,,1,,,
016_1,,植物園前,,,,,,0,016,,
017,,烏丸北大路,,,,,,1,,,
017_1,,烏丸北大路,,,,,,0,017,,
018,,北大路新町,,,,,,1,,,
018_1,,北大路新町,,,,,,0,018,,
020,,元町,,,,,,1,,,
020_1,,元町,,,,,,0,020,,
021,,上堀川,,,,,,1,,,
021_1,,上堀川,,,,,,0,021,,
022,,下緑町,,,,,,1,,,
022_1,,下緑町,,,,,,0,022,,
023,,常徳寺前,,,,,,1,,,
023_1,,常徳寺前,,,,,,0,023,,
024,,紫野泉堂町,,,,,,1,,,
024_1,,紫野泉堂町,,,,,,0,024,,
025,,旭ヶ丘,,,,,,1,,,
025_1,,旭ヶ丘,,,,,,0,025,,
026,,佛教大学前,,,,,,1,,,
026_1,,佛教大学前,,,,,,0,026,,
027,,北木ノ畑町,,,,,,1,,,
027_1,,北木ノ畑町,,,,,,0,027,,
028,,鷹峯上ノ町,,,,,,1,,,
028_1,,鷹峯上ノ町,,,,,,0,028,,
029,,土天井町,,,,,,1,,,
029_1,,土天井町,,,,,,0,029,,
030,,鷹峯源光庵前,,,,,,1,,,
030_1,,鷹峯源光庵前,,,,,,0,030,,
031,,釈迦谷口,,,,,,1,,,
031_1,,釈迦谷口,,,,,,0,031,,
032,,玄琢,,,,,,1,,,
032_1,,玄琢,,,,,,0,032,,
033,,玄琢下,,,,,,1,,,
033_1,,玄琢下,,,,,,0,033,,
034,,西賀茂車庫前,,,,,,1,,,
034_1,,西賀茂車庫前,,,,,,0,034,,
035,,神光院前,,,,,,1,,,
035_1,,神光院前,,,,,,0,035,,
036,,大宮総門口町,,,,,,1,,,
036_1,,大宮総門口町,,,,,,0,036,,
037,,大宮田尻町,,,,,,1,,,
037_1,,大宮田尻町,,,,,,0,037,,
038,,上賀茂御薗橋,,,,,,1,,,
038_1,,上賀茂御薗橋,,,,,,0,038,,
039,,加茂川中学前,,,,,,1,,,
039_1,,加茂川中学前,,,,,,0,039,,
040,,下岸町,,,,,,1,,,
040_1,,下岸町,,,,,,0,040,,
041,,上賀茂菖蒲園町,,,,,,1,,,
041_1,,上賀茂菖蒲園町,,,,,,0,041,,
042,,東高縄町,,,,,,1,,,
042_1,,東高縄町,,,,,,0,042,,
043,,下鳥田町,,,,,,1,,,
043_1,,下鳥田町,,,,,,0,043,,
044,,北大路堀川,,,,,,1,,,
044_1,,北大路堀川,,,,,,0,044,,
045,,下総町,,,,,,1,,,
045_1,,下総町,,,,,,0,045,,
048,,烏丸今出川,地下鉄今出川駅,,,,,1,,,
048_1,,烏丸今出川,地下鉄今出川駅,,,,,0,048,,
049,,烏丸一条,,,,,,1,,,
049_1,,烏丸一条,,,,,,0,049,,
050,,烏丸下長者町,,,,,,1,,,
050_1,,烏丸下長者町,,,,,,0,050,,
051,,烏丸丸太町,地下鉄丸太町駅,,,,,1,,,
051_1,,烏丸丸太町,地下鉄丸太町駅,,,,,0,051,,
052,,烏丸二条,,,,,,1,,,
052_1,,烏丸二条,,,,,,0,052,,
053,,烏丸御池,,,,,,1,,,
053_1,,烏丸御池,,,,,,0,053,,
054,,烏丸三条,,,,,,1,,,
054_1,,烏丸三条,,,,,,0,054,,
055,,四条烏丸,地下鉄四条駅,,,,,1,,,
055_1,,四条烏丸,地下鉄四条駅,,,,,0,055,,
056,,烏丸松原,,,,,,1,,,
056_1,,烏丸松原,,,,,,0,056,,
057,,烏丸五条,地下鉄五条駅,,,,,1,,,
057_1,,烏丸五条,地下鉄五条駅,,,,,0,057,,
058,,烏丸六条,,,,,,1,,,
058_1,,烏丸六条,,,,,,0,058,,
059,,烏丸七条,,,,,,1,,,
059_1,,烏丸七条,,,,,,0,059,,
060,,上賀茂石計町,,,,,,1,,,
060_1,,上賀茂石計町,,,,,,0,060,,
061,,京都駅前,,,,,,1,,,
061_1,,京都駅前,,,,,,0,061,,
062,,京都外大前,,,,,,1,,,
062_1,,京都外大前,,,,,,0,062,,
063,,四条中学前,,,,,,1,,,
063_1,,四条中学前,,,,,,0,063,,
064,,西院巽町,,,,,,1,,,
064_1,,西院巽町,,,,,,0,064,,
065,,西大路四条,阪急･嵐電西院駅,,,,,1,,,
065_1,,西大路四条,阪急･嵐電西院駅,,,,,0,065,,
066,,四条御前通,,,,,,1,,,
066_1,,四条御前通,,,,,,0,066,,
067,,四条中新道,,,,,,1,,,
067_1,,四条中新道,,,,,,0,067,,
068,,壬生寺道,,,,,,1,,,
068_1,,壬生寺道,,,,,,0,068,,
069,,四条大宮,,,,,,1,,,
069_1,,四条大宮,,,,,,0,069,,
070,,四条堀川,,,,,,1,,,
070_1,,四条堀川,,,,,,0,070,,
071,,四条西洞院,,,,,,1,,,
071_1,,四条西洞院,,,,,,0,071,,
072,,四条高倉,,,,,,1,,,
072_1,,四条高倉,,,,,,0,072,,
073,,四条河原町,,,,,,1,,,
073_1,,四条河原町,,,,,,0,073,,
075,,百万遍,,,,,,1,,,
075_1,,百万遍,,,,,,0,075,,
076,,四条大宮,,,,,,1,,,
076_1,,四条大宮,,,,,,0,076,,
077,,田中樋ノ口町,,,,,,1,,,
077_1,,田中樋ノ口町,,,,,,0,077,,
078,,北白川小倉町,,,,,,1,,,
078_1,,北白川小倉町,,,,,,0,078,,
079,,北白川別当町,,,,,,1,,,
079_1,,北白川別当町,,,,,,0,079,,
080,,上池田町,,,,,,1,,,
080_1,,上池田町,,,,,,0,080,,
081,,北白川仕伏町,,,,,,1,,,
081_1,,北白川仕伏町,,,,,,0,081,,
082,,下京区総合庁舎前,,,,,,1,,,
082_1,,下京区総合庁舎前,,,,,,0,082,,
083,,洛北高校正門前,,,,,,1,,,
083_1,,洛北高校正門前,,,,,,0,083,,
084,,北園町,,,,,,1,,,
084_1,,北園町,,,,,,0,084,,
085,,神殿町,,,,,,1,,,
085_1,,神殿町,,,,,,0,085,,
086,,野々神町,,,,,,1,,,
086_1,,野々神町,,,,,,0,086,,
087,,北山駅前,,,,,,1,,,
087_1,,北山駅前,,,,,,0,087,,
088,,上賀茂榊田町,,,,,,1,,,
088_1,,上賀茂榊田町,,,,,,0,088,,
090,,深泥池,,,,,,1,,,
090_1,,深泥池,,,,,,0,090,,
091,,国際会館駅前,,,,,,1,,,
091_1,,国際会館駅前,,,,,,0,091,,
092,,岩倉大鷺町,,,,,,1,,,
092_1,,岩倉大鷺町,,,,,,0,092,,
093,,上高野,,,,,,1,,,
093_1,,上高野,,,,,,0,093,,
094,,花園橋,,,,,,1,,,
094_1,,花園橋,,,,,,0,094,,
095,,宝ヶ池,,,,,,1,,,
095_1,,宝ヶ池,,,,,,0,095,,
096,,修学院離宮道,,,,,,1,,,
096_1,,修学院離宮道,,,,,,0,096,,
097,,修学院道,,,,,,1,,,
097_1,,修学院道,,,,,,0,097,,
098,,一乗寺清水町,,,,,,1,,,
098_1,,一乗寺清水町,,,,,,0,098,,
099,,一乗寺下り松町,,,,,,1,,,
099_1,,一乗寺下り松町,,,,,,0,099,,
100,,一乗寺木ノ本町,,,,,,1,,,
100_1,,一乗寺木ノ本町,,,,,,0,100,,
101,,上終町京都造形芸大前,,,,,,1,,,
101_1,,上終町京都造形芸大前,,,,,,0,101,,
102,,北白川校前,,,,,,1,,,
102_1,,北白川校前,,,,,,0,102,,
103,,銀閣寺道,,,,,,1,,,
103_1,,銀閣寺道,,,,,,0,103,,
104,,浄土寺,,,,,,1,,,
104_1,,浄土寺,,,,,,0,104,,
105,,錦林車庫前,,,,,,1,,,
105_1,,錦林車庫前,,,,,,0,105,,
106,,真如堂前,,,,,,1,,,
106_1,,真如堂前,,,,,,0,106,,
107,,東天王町,,,,,,1,,,
107_1,,東天王町,,,,,,0,107,,
108,,南禅寺・永観堂道,,,,,,1,,,
108_1,,南禅寺・永観堂道,,,,,,0,108,,
109,,岡崎法勝寺町,,,,,,1,,,
109_1,,岡崎法勝寺町,,,,,,0,109,,
110,,岡崎公園動物園前,,,,,,1,,,
110_1,,岡崎公園動物園前,,,,,,0,110,,
111,,岡崎公園 美術館・平安神宮前,,,,,,1,,,
111_1,,岡崎公園 美術館・平安神宮前,,,,,,0,111,,
112,,神宮道,,,,,,1,,,
112_1,,神宮道,,,,,,0,112,,
113,,東山三条,地下鉄東山駅,,,,,1,,,
113_1,,東山三条,地下鉄東山駅,,,,,0,113,,
114,,三条京阪前,,,,,,1,,,
114_1,,三条京阪前,,,,,,0,114,,
115,,京都駅八条口,,,,,,1,,,
115_1,,京都駅八条口,,,,,,0,115,,
116,,東寺道,,,,,,1,,,
116_1,,東寺道,,,,,,0,116,,
117,,九条車庫前,,,,,,1,,,
117_1,,九条車庫前,,,,,,0,117,,
118,,大石橋,地下鉄九条駅,,,,,1,,,
118_1,,大石橋,地下鉄九条駅,,,,,0,118,,
119,,東福寺,,,,,,1,,,
119_1,,東福寺,,,,,,0,119,,
120,,泉涌寺道,,,,,,1,,,
120_1,,泉涌寺道,,,,,,0,120,,
121,,今熊野,,,,,,1,,,
121_1,,今熊野,,,,,,0,121,,
122,,東山七条,,,,,,1,,,
122_1,,東山七条,,,,,,0,122,,
123,,馬町,,,,,,1,,,
123_1,,馬町,,,,,,0,123,,
124,,五条坂,,,,,,1,,,
124_1,,五条坂,,,,,,0,124,,
125,,清水道,,,,,,1,,,
125_1,,清水道,,,,,,0,125,,
126,,東山安井,,,,,,1,,,
126_1,,東山安井,,,,,,0,126,,
127,,祇園,,,,,,1,,,
127_1,,祇園,,,,,,0,127,,
128,,四条京阪前,,,,,,1,,,
128_1,,四条京阪前,,,,,,0,128,,
129,,上賀茂神社前,,,,,,1,,,
129_1,,上賀茂神社前,,,,,,0,129,,
130,,九条近鉄前,,,,,,1,,,
130_1,,九条近鉄前,,,,,,0,130,,
131,,九条大宮,,,,,,1,,,
131_1,,九条大宮,,,,,,0,131,,
132,,東寺南門前,,,,,,1,,,
132_1,,東寺南門前,,,,,,0,132,,
133,,東寺西門前,,,,,,1,,,
133_1,,東寺西門前,,,,,,0,133,,
134,,御土居,,,,,,1,,,
134_1,,御土居,,,,,,0,134,,
135,,八条中学前,,,,,,1,,,
135_1,,八条中学前,,,,,,0,135,,
136,,西寺前,,,,,,1,,,
136_1,,西寺前,,,,,,0,136,,
137,,九条御前通,,,,,,1,,,
137_1,,九条御前通,,,,,,0,137,,
138,,西大路九条,,,,,,1,,,
138_1,,西大路九条,,,,,,0,138,,
139,,西大路八条,,,,,,1,,,
139_1,,西大路八条,,,,,,0,139,,
140,,六孫王神社前,,,,,,1,,,
140_1,,六孫王神社前,,,,,,0,140,,
141,,八条大宮,,,,,,1,,,
141_1,,八条大宮,,,,,,0,141,,
142,,七条御前通,,,,,,1,,,
142_1,,七条御前通,,,,,,0,142,,
143,,パルスプラザ前,,,,,,1,,,
143_1,,パルスプラザ前,,,,,,0,143,,
144,,市立病院前,,,,,,1,,,
144_1,,市立病院前,,,,,,0,144,,
145,,八条油小路,,,,,,1,,,
145_1,,八条油小路,,,,,,0,145,,
146,,竹田駅西口,,,,,,1,,,
146_1,,竹田駅西口,,,,,,0,146,,
147,,竹田駅東口,,,,,,1,,,
147_1,,竹田駅東口,,,,,,0,147,,
148,,みぶ操車場前,,,,,,1,,,
148_1,,みぶ操車場前,,,,,,0,148,,
149,,千本三条・朱雀立命館前,,,,,,1,,,
149_1,,千本三条・朱雀立命館前,,,,,,0,149,,
150,,二条駅前,,,,,,1,,,
150_1,,二条駅前,,,,,,0,150,,
151,,千本旧二条,,,,,,1,,,
151_1,,千本旧二条,,,,,,0,151,,
152,,千本丸太町,,,,,,1,,,
152_1,,千本丸太町,,,,,,0,152,,
153,,千本出水,,,,,,1,,,
153_1,,千本出水,,,,,,0,153,,
154,,千本中立売,,,,,,1,,,
154_1,,千本中立売,,,,,,0,154,,
155,,千本今出川,,,,,,1,,,
155_1,,千本今出川,,,,,,0,155,,
156,,上七軒,,,,,,1,,,
156_1,,上七軒,,,,,,0,156,,
157,,北野天満宮前,,,,,,1,,,
157_1,,北野天満宮前,,,,,,0,157,,
158,,北野白梅町,,,,,,1,,,
158_1,,北野白梅町,,,,,,0,158,,
159,,等持院道,,,,,,1,,,
159_1,,等持院道,,,,,,0,159,,
160,,等持院南町,,,,,,1,,,
160_1,,等持院南町,,,,,,0,160,,
161,,妙心寺北門前,,,,,,1,,,
161_1,,妙心寺北門前,,,,,,0,161,,
162,,嵐電妙心寺駅前,,,,,,1,,,
162_1,,嵐電妙心寺駅前,,,,,,0,162,,
163,,御室仁和寺,,,,,,1,,,
163_1,,御室仁和寺,,,,,,0,163,,
164,,福王子,,,,,,1,,,
164_1,,福王子,,,,,,0,164,,
165,,三宝寺,,,,,,1,,,
165_1,,三宝寺,,,,,,0,165,,
166,,高鼻町,,,,,,1,,,
166_1,,高鼻町,,,,,,0,166,,
167,,高雄病院前,,,,,,1,,,
167_1,,高雄病院前,,,,,,0,167,,
168,,平岡八幡前,,,,,,1,,,
168_1,,平岡八幡前,,,,,,0,168,,
169,,清水町,,,,,,1,,,
169_1,,清水町,,,,,,0,169,,
170,,広芝町,,,,,,1,,,
170_1,,広芝町,,,,,,0,170,,
171,,高雄小学校前,,,,,,1,,,
171_1,,高雄小学校前,,,,,,0,171,,
172,,御経坂,,,,,,1,,,
172_1,,御経坂,,,,,,0,172,,
173,,御所ノ口,,,,,,1,,,
173_1,,御所ノ口,,,,,,0,173,,
174,,高雄,,,,,,1,,,
174_1,,高雄,,,,,,0,174,,
175,,堀川鞍馬口,,,,,,1,,,
175_1,,堀川鞍馬口,,,,,,0,175,,
176,,天神公園前,,,,,,1,,,
176_1,,天神公園前,,,,,,0,176,,
177,,堀川寺ノ内,,,,,,1,,,
177_1,,堀川寺ノ内,,,,,,0,177,,
178,,堀川上立売,,,,,,1,,,
178_1,,堀川上立売,,,,,,0,178,,
179,,堀川今出川,,,,,,1,,,
179_1,,堀川今出川,,,,,,0,179,,
180,,一条戻橋・晴明神社前,,,,,,1,,,
180_1,,一条戻橋・晴明神社前,,,,,,0,180,,
181,,堀川中立売,,,,,,1,,,
181_1,,堀川中立売,,,,,,0,181,,
182,,堀川下長者町,,,,,,1,,,
182_1,,堀川下長者町,,,,,,0,182,,
183,,堀川下立売,,,,,,1,,,
183_1,,堀川下立売,,,,,,0,183,,
184,,堀川丸太町,,,,,,1,,,
184_1,,堀川丸太町,,,,,,0,184,,
185,,二条城前,,,,,,1,,,
185_1,,二条城前,,,,,,0,185,,
186,,堀川御池,,,,,,1,,,
186_1,,堀川御池,,,,,,0,186,,
187,,堀川三条,,,,,,1,,,
187_1,,堀川三条,,,,,,0,187,,
188,,堀川蛸薬師,,,,,,1,,,
188_1,,堀川蛸薬師,,,,,,0,188,,
189,,堀川松原,,,,,,1,,,
189_1,,堀川松原,,,,,,0,189,,
190,,堀川五条,,,,,,1,,,
190_1,,堀川五条,,,,,,0,190,,
191,,西本願寺前,,,,,,1,,,
191_1,,西本願寺前,,,,,,0,191,,
192,,七城堀川,,,,,,1,,,
192_1,,七城堀川,,,,,,0,192,,
193,,七条西洞院,,,,,,1,,,
193_1,,七条西洞院,,,,,,0,193,,
194,,山越,,,,,,1,,,
194_1,,山越,,,,,,0,194,,
195,,ユースホステル前,,,,,,1,,,
195_1,,ユースホステル前,,,,,,0,195,,
196,,宇多野病院前,,,,,,1,,,
196_1,,宇多野病院前,,,,,,0,196,,
197,,鳴滝本町,,,,,,1,,,
197_1,,鳴滝本町,,,,,,0,197,,
198,,府立体育館前,島津アリーナ京都前,,,,,1,,,
198_1,,府立体育館前,島津アリーナ京都前,,,,,0,198,,
199,,大将軍,,,,,,1,,,
199_1,,大将軍,,,,,,0,199,,
200,,丸太町智恵光院,,,,,,1,,,
200_1,,丸太町智恵光院,,,,,,0,200,,
201,,府庁前,,,,,,1,,,
201_1,,府庁前,,,,,,0,201,,
202,,裁判所前,,,,,,1,,,
202_1,,裁判所前,,,,,,0,202,,
203,,知恩院前,,,,,,1,,,
203_1,,知恩院前,,,,,,0,203,,
204,,西大路三条,,,,,,1,,,
204_1,,西大路三条,,,,,,0,204,,
205,,山ノ内,,,,,,1,,,
205_1,,山ノ内,,,,,,0,205,,
206,,庚申前,,,,,,1,,,
206_1,,庚申前,,,,,,0,206,,
207,,竹田浄菩提院町,,,,,,1,,,
207_1,,竹田浄菩提院町,,,,,,0,207,,
208,,蚕ノ社,,,,,,1,,,
208_1,,蚕ノ社,,,,,,0,208,,
209,,太秦東口,,,,,,1,,,
209_1,,太秦東口,,,,,,0,209,,
210,,太秦広隆寺前,,,,,,1,,,
210_1,,太秦広隆寺前,,,,,,0,210,,
211,,太秦開町,,,,,,1,,,
211_1,,太秦開町,,,,,,0,211,,
212,,帷子ノ辻,,,,,,1,,,
212_1,,帷子ノ辻,,,,,,0,212,,
213,,生田口,,,,,,1,,,
213_1,,生田口,,,,,,0,213,,
214,,有栖川,,,,,,1,,,
214_1,,有栖川,,,,,,0,214,,
215,,車折神社前,,,,,,1,,,
215_1,,車折神社前,,,,,,0,215,,
216,,下嵯峨,,,,,,1,,,
216_1,,下嵯峨,,,,,,0,216,,
217,,嵐山,,,,,,1,,,
217_1,,嵐山,,,,,,0,217,,
218,,立命館大学前,,,,,,1,,,
218_1,,立命館大学前,,,,,,0,218,,
219,,衣笠総門町,,,,,,1,,,
219_1,,衣笠総門町,,,,,,0,219,,
220,,金閣寺前,,,,,,1,,,
220_1,,金閣寺前,,,,,,0,220,,
221,,金閣寺道,,,,,,1,,,
221_1,,金閣寺道,,,,,,0,221,,
222,,千本北大路,,,,,,1,,,
222_1,,千本北大路,,,,,,0,222,,
223,,船岡山,,,,,,1,,,
223_1,,船岡山,,,,,,0,223,,
224,,建勲神社前,,,,,,1,,,
224_1,,建勲神社前,,,,,,0,224,,
225,,大徳寺前,,,,,,1,,,
225_1,,大徳寺前,,,,,,0,225,,
226,,久我石原町,,,,,,1,,,
226_1,,久我石原町,,,,,,0,226,,
227,,東土川橋,,,,,,1,,,
227_1,,東土川橋,,,,,,0,227,,
228,,国道東土川,,,,,,1,,,
228_1,,国道東土川,,,,,,0,228,,
229,,久世殿城町,,,,,,1,,,
229_1,,久世殿城町,,,,,,0,229,,
230,,下久世,,,,,,1,,,
230_1,,下久世,,,,,,0,230,,
231,,中久世,,,,,,1,,,
231_1,,中久世,,,,,,0,231,,
232,,久世橋西詰,,,,,,1,,,
232_1,,久世橋西詰,,,,,,0,232,,
233,,久世橋東詰,,,,,,1,,,
233_1,,久世橋東詰,,,,,,0,233,,
234,,吉祥院長田町,,,,,,1,,,
234_1,,吉祥院長田町,,,,,,0,234,,
235,,吉祥院西ノ茶屋町,,,,,,1,,,
235_1,,吉祥院西ノ茶屋町,,,,,,0,235,,
236,,吉祥院車道町,,,,,,1,,,
236_1,,吉祥院車道町,,,,,,0,236,,
237,,西大路七条,,,,,,1,,,
237_1,,西大路七条,,,,,,0,237,,
238,,西大路花屋町,,,,,,1,,,
238_1,,西大路花屋町,,,,,,0,238,,
239,,西大路五条,,,,,,1,,,
239_1,,西大路五条,,,,,,0,239,,
240,,西大路松原,,,,,,1,,,
240_1,,西大路松原,,,,,,0,240,,
241,,東北園町,,,,,,1,,,
241_1,,東北園町,,,,,,0,241,,
242,,左京区総合庁舎前,,,,,,1,,,
242_1,,左京区総合庁舎前,,,,,,0,242,,
243,,修学院駅前,,,,,,1,,,
243_1,,修学院駅前,,,,,,0,243,,
244,,松ケ崎海尻町,,,,,,1,,,
244_1,,松ケ崎海尻町,,,,,,0,244,,
245,,桜木町,,,,,,1,,,
245_1,,桜木町,,,,,,0,245,,
246,,わら天神前,,,,,,1,,,
246_1,,わら天神前,,,,,,0,246,,
247,,衣笠校前,,,,,,1,,,
247_1,,衣笠校前,,,,,,0,247,,
248,,北野中学前,,,,,,1,,,
248_1,,北野中学前,,,,,,0,248,,
249,,西ノ京円町,ＪＲ円町駅,,,,,1,,,
249_1,,西ノ京円町,ＪＲ円町駅,,,,,0,249,,
250,,丸太町御前通,,,,,,1,,,
250_1,,丸太町御前通,,,,,,0,250,,
251,,丸太町七本松,,,,,,1,,,
251_1,,丸太町七本松,,,,,,0,251,,
252,,神泉苑前,,,,,,1,,,
252_1,,神泉苑前,,,,,,0,252,,
253,,新町御池,,,,,,1,,,
253_1,,新町御池,,,,,,0,253,,
254,,堺町御池,,,,,,1,,,
254_1,,堺町御池,,,,,,0,254,,
255,,三条春日,,,,,,1,,,
255_1,,三条春日,,,,,,0,255,,
256,,七条京阪前,,,,,,1,,,
256_1,,七条京阪前,,,,,,0,256,,
257,,塩小路橋,,,,,,1,,,
257_1,,塩小路橋,,,,,,0,257,,
258,,東福寺道,,,,,,1,,,
258_1,,東福寺道,,,,,,0,258,,
259,,月輪,,,,,,1,,,
259_1,,月輪,,,,,,0,259,,
260,,十条相深町,,,,,,1,,,
260_1,,十条相深町,,,,,,0,260,,
261,,稲荷大社前,,,,,,1,,,
261_1,,稲荷大社前,,,,,,0,261,,
262,,警察学校前,,,,,,1,,,
262_1,,警察学校前,,,,,,0,262,,
263,,龍谷大学前,,,,,,1,,,
263_1,,龍谷大学前,,,,,,0,263,,
264,,深草西浦町,,,,,,1,,,
264_1,,深草西浦町,,,,,,0,264,,
265,,聖母女学院前,,,,,,1,,,
265_1,,聖母女学院前,,,,,,0,265,,
266,,坊町,,,,,,1,,,
266_1,,坊町,,,,,,0,266,,
267,,僧坊町,,,,,,1,,,
267_1,,僧坊町,,,,,,0,267,,
268,,西久宝寺町,,,,,,1,,,
268_1,,西久宝寺町,,,,,,0,268,,
269,,西寺町,,,,,,1,,,
269_1,,西寺町,,,,,,0,269,,
270,,東寺町,,,,,,1,,,
270_1,,東寺町,,,,,,0,270,,
271,,教育大学前,,,,,,1,,,
271_1,,教育大学前,,,,,,0,271,,
272,,藤森神社,,,,,,1,,,
272_1,,藤森神社,,,,,,0,272,,
273,,藤森神社前,,,,,,1,,,
273_1,,藤森神社前,,,,,,0,273,,
274,,筋違橋一丁目,,,,,,1,,,
274_1,,筋違橋一丁目,,,,,,0,274,,
275,,藤ノ森,,,,,,1,,,
275_1,,藤ノ森,,,,,,0,275,,
276,,等持院東町,,,,,,1,,,
276_1,,等持院東町,,,,,,0,276,,
279,,西小路花屋町,,,,,,1,,,
279_1,,西小路花屋町,,,,,,0,279,,
283,,菱妻神社前,,,,,,1,,,
283_1,,菱妻神社前,,,,,,0,283,,
284,,久我,,,,,,1,,,
284_1,,久我,,,,,,0,284,,
285,,赤池,,,,,,1,,,
285_1,,赤池,,,,,,0,285,,
286,,城南宮道,,,,,,1,,,
286_1,,城南宮道,,,,,,0,286,,
287,,小枝橋,,,,,,1,,,
287_1,,小枝橋,,,,,,0,287,,
288,,那須野,,,,,,1,,,
288_1,,那須野,,,,,,0,288,,
289,,地蔵前,,,,,,1,,,
289_1,,地蔵前,,,,,,0,289,,
290,,岩ノ本町,,,,,,1,,,
290_1,,岩ノ本町,,,,,,0,290,,
291,,城ケ前町,,,,,,1,,,
291_1,,城ケ前町,,,,,,0,291,,
292,,上鳥羽小学校前,,,,,,1,,,
292_1,,上鳥羽小学校前,,,,,,0,292,,
293,,上鳥羽村山町,,,,,,1,,,
293_1,,上鳥羽村山町,,,,,,0,293,,
294,,上ノ町,,,,,,1,,,
294_1,,上ノ町,,,,,,0,294,,
295,,五丁橋,,,,,,1,,,
295_1,,五丁橋,,,,,,0,295,,
296,,千本十条,,,,,,1,,,
296_1,,千本十条,,,,,,0,296,,
297,,唐戸町,,,,,,1,,,
297_1,,唐戸町,,,,,,0,297,,
298,,羅城門,,,,,,1,,,
298_1,,羅城門,,,,,,0,298,,
299,,東寺東門前,,,,,,1,,,
299_1,,東寺東門前,,,,,,0,299,,
